site_id,month_year,actual_kwh,expected_kwh,performance_ratio,deviation_pct,is_anomaly,iso_score,ae_score,prophet_score,severity_score,model_consensus,iso_flagged,ae_flagged,prophet_flagged,severity_label
Site_013,2022-10-01,6746.0,6413.0,1.0519257757679714,5.192577576797131,0.0,0.5140282010533632,0.022804763,0.0,0.2135929477164436,1,1,0,0,LOW
Site_013,2024-09-01,8744.0,8120.0,1.076847290640394,7.684729064039408,0.0,0.4704764873714311,0.06813806,0.0,0.21203891623739654,1,1,0,0,LOW
Site_013,2022-11-01,5233.0,4908.0,1.0662184189079054,6.621841890790546,0.0,0.48526421107250306,0.044019025,0.0,0.20951234330196322,1,1,0,0,LOW
Site_023,2017-08-01,1813.0,3312.0,0.5474033816425121,-45.259661835748794,1.0,0.2819920524219266,0.2755954,0.0,0.2092552113238808,2,1,1,0,LOW
Site_013,2023-10-01,5825.0,6381.0,0.9128663218931202,-8.71336781068798,0.0,0.4810241481680012,0.044137787,0.0,0.20785788492931273,1,1,0,0,LOW
Site_013,2021-10-01,6055.0,6446.0,0.939342227738132,-6.065777226186783,0.0,0.4547785445209044,0.06329939,0.0,0.20406620350105356,1,1,0,0,LOW
Site_013,2025-01-01,2522.0,5437.0,0.4638587456317822,-53.61412543682178,1.0,0.4725854518877004,0.041851114,0.0,0.2036820706374063,1,1,0,0,LOW
Site_013,2022-02-01,3836.0,6377.0,0.601536772777168,-39.846322722283205,0.0,0.4656172658265997,0.043905243,0.0,0.20161374091898876,1,1,0,0,LOW
Site_023,2017-05-01,1547.0,3380.0,0.4576923076923077,-54.230769230769226,1.0,0.27471669137726173,0.2545946,0.0,0.19899478602508683,2,1,1,0,LOW
Site_024,2025-07-01,1727.0,2626.0,0.6576542269611576,-34.23457730388424,0.0,0.2974583103772267,0.21805929,0.0,0.19530407665237842,2,1,1,0,LOW
Site_023,2018-08-01,1772.0,3295.0,0.537784522003035,-46.22154779969651,1.0,0.29177357132029913,0.21943235,0.0,0.19351075092868958,2,1,1,0,LOW
Site_013,2024-11-01,4869.0,4859.0,1.002058036633052,0.2058036633052068,0.0,0.4492422573194682,0.03757121,0.0,0.1928468265727472,1,1,0,0,LOW
Site_013,2021-11-01,5229.0,4933.0,1.0600040543279952,6.000405432799513,0.0,0.4306727141195007,0.051592898,0.0,0.19032659962985787,1,1,0,0,LOW
Site_023,2024-06-01,4729.0,3201.0,1.4773508278662917,47.73508278662918,0.0,0.42435415255563647,0.052642398,0.0,0.18816649980361141,1,1,0,0,LOW
Site_013,2024-04-01,8081.0,8580.0,0.9418414918414918,-5.8158508158508155,0.0,0.4413327423771687,0.030505657,0.0,0.18721007696948322,1,1,0,0,LOW
Site_013,2023-11-01,4896.0,4884.0,1.0024570024570023,0.2457002457002457,0.0,0.4274177501891683,0.044865273,0.0,0.18666994560438913,1,1,0,0,LOW
Site_023,2020-08-01,1811.0,3262.0,0.5551808706315144,-44.48191293684856,1.0,0.27996348646092273,0.20911758,0.0,0.18517654560728017,2,1,1,0,LOW
Site_023,2017-04-01,1091.0,3066.0,0.3558382257012394,-64.41617742987606,1.0,0.19568985064102995,0.29913062,0.0,0.18297165526657816,1,0,1,0,LOW
Site_013,2022-04-01,9703.0,8667.0,1.1195338640821506,11.953386408215067,0.0,0.4372250729737388,0.01910404,0.0,0.18157644285014102,1,1,0,0,LOW
Site_035,2025-11-01,503.0,1735.0,0.2899135446685879,-71.00864553314122,1.0,0.1928955426527188,0.288388,0.0,0.17809401892475787,1,0,1,0,LOW
Site_013,2024-03-01,7735.0,8093.0,0.9557642407018412,-4.42357592981589,0.0,0.39851370118256,0.047196977,0.0,0.1759244216221396,1,1,0,0,LOW
Site_025,2025-02-01,1422.0,1510.0,0.9417218543046356,-5.827814569536424,0.0,0.1586805640221729,0.010393079,0.4185888125939393,0.17175700639724667,1,0,0,1,LOW
Site_026,2025-07-01,3735.0,3431.0,1.08860390556689,8.860390556689012,0.0,0.19424405014515245,0.016843043,0.352644418039039,0.17175378971152516,0,0,0,0,LOW
Site_023,2025-06-01,4382.0,3185.0,1.3758241758241758,37.582417582417584,0.0,0.3902033401856343,0.042617194,0.0,0.17099735372581165,1,1,0,0,LOW
Site_013,2023-04-01,8831.0,8623.0,1.0241215354285051,2.412153542850516,0.0,0.39361290249651315,0.036598768,0.0,0.17025473001470426,1,1,0,0,LOW
